
0.1, 1
0.2, 2
0.3, 3
0.4, 4
0.5, 5
0.6, 6
0.7, 7
0.8, 8
0.9, 9
1, 10
1.1, 11
1.2, 12
1.3, 13
1.4, 14
1.5, 15
1.6, 16
1.7, 17
1.8, 18
1.9, 19
2, 20
2.1, 21
2.2, 22
2.3, 23
2.4, 24
2.5, 25
2.6, 26
2.7, 27
2.8, 28
2.9, 29
3, 30
3.1, 31
3.2, 32
3.3, 33
3.4, 34
3.5, 35
3.6, 36
3.7, 37
3.8, 38
3.9, 39
4, 40
4.1, 41
4.2, 42
4.3, 43
4.4, 44
4.4, 45
4.5, 46
4.6, 47
4.7, 48
4.8, 49
4.9, 50
5, 51
5.1, 52
5.2, 53
5.3, 54
5.4, 55
5.5, 56
5.6, 57
5.7, 58
5.8, 59
5.9, 60
6, 61
6.1, 62
6.2, 63
6.3, 64
6.4, 65
6.5, 66
6.6, 67
6.7, 68
6.8, 69
6.9, 70
7, 71
7.1, 72
7.2, 73
7.3, 74
7.4, 75
7.5, 76
7.6, 77
7.7, 78
7.8, 79
7.9, 80
8, 81
8.1, 82
8.2, 83
8.3, 84
8.4, 85
8.5, 86
8.6, 87
8.7, 88
8.8, 89
8.9, 90
9, 91
9.1, 92
9.2, 93
9.3, 94
9.3, 95
9.4, 96
9.5, 97
9.6, 98
9.7, 99
9.8, 100
9.9, 101
10, 102
10.1, 103
10.2, 104
10.3, 105
10.4, 106
10.5, 107
10.6, 108
10.7, 109
10.8, 110
10.9, 111
11, 112
11.1, 113
11.2, 114
11.3, 115
11.4, 116
11.5, 117
11.6, 118
11.7, 119
11.8, 120
11.9, 121
12, 122
12.1, 123
12.2, 124
12.3, 125
12.4, 126
12.5, 127
12.6, 128
12.7, 129
12.8, 130
12.9, 131
13, 132
13.1, 133
13.2, 134
13.3, 135
13.4, 136
13.5, 137
13.6, 138
13.7, 139
13.8, 140
13.9, 141
14, 142
14.1, 143
14.2, 144
14.3, 145
14.4, 146
14.5, 147
14.6, 148
14.7, 149
14.8, 150
14.9, 151
15, 152
15.1, 153
15.2, 154
15.3, 155
15.5, 157
15.4, 156
15.6, 158
15.6, 159
15.7, 160
15.8, 161
15.9, 162
16, 163
16.1, 164
16.2, 165
16.3, 166
16.4, 167
16.5, 168
